rank,items,rate-Directory creation,time-Directory creation,rate-Directory stat,time-Directory stat,rate-Directory read,time-Directory read,rate-Directory rename,time-Directory rename,rate-Directory removal,time-Directory removal,rate-File creation,time-File creation,rate-File stat,time-File stat,rate-File read,time-File read,rate-File removal,time-File removal,rate-Tree creation,time-Tree creation,rate-Tree removal,time-Tree removal
all,63854,,,,,,,,,,,3.3051937907e+03,3.0910865283e+02,,,,,,,1.7185368502e+04,9.3102455139e-04,,
0,,,,,,,,,,,,2.0881894473e+02,3.0578643179e+02,,,,,,
1,,,,,,,,,,,,2.1283872715e+02,3.0001119089e+02,,,,,,
2,,,,,,,,,,,,2.0754817026e+02,3.0765869880e+02,,,,,,
3,,,,,,,,,,,,2.1068288407e+02,3.0308109879e+02,,,,,,
4,,,,,,,,,,,,2.0990957494e+02,3.0419765282e+02,,,,,,
5,,,,,,,,,,,,2.0868572580e+02,3.0598163700e+02,,,,,,
6,,,,,,,,,,,,2.0888259315e+02,3.0569325590e+02,,,,,,
7,,,,,,,,,,,,2.0785361960e+02,3.0720658183e+02,,,,,,
8,,,,,,,,,,,,2.0779819026e+02,3.0728852797e+02,,,,,,
9,,,,,,,,,,,,2.0784758170e+02,3.0721550608e+02,,,,,,
10,,,,,,,,,,,,2.0945964211e+02,3.0485108900e+02,,,,,,
11,,,,,,,,,,,,2.0806743860e+02,3.0689088321e+02,,,,,,
12,,,,,,,,,,,,2.0895884728e+02,3.0558170104e+02,,,,,,
13,,,,,,,,,,,,2.0916866097e+02,3.0527517700e+02,,,,,,
14,,,,,,,,,,,,2.0938309740e+02,3.0496253419e+02,,,,,,
15,,,,,,,,,,,,2.0660238231e+02,3.0906710410e+02,,,,,,
